,Review ID,Country,Version,Rating,Date,Doc Sentiment,Asp Sentiment,Review,Aspects,AspectText,Positions
59,5381452529,Brazil,20.01.0,1,2020-01-09,negative,negative,"n entendi nd. tenho 17 anos, nao entendi nd, sou burra ou esse app é ruim? talvez a primeira opção, mas de qq forma n gostei",quality,talvez,"75,80"
60,5374577221,USA,20.01.0,1,2020-01-08,negative,negative,"cost. does this app cost anything, i am a small business, i haven’t made a profit yet, and don’t have much money, any help?",quality,does this app cost anything,"6,32"
61,5376443087,Canada,20.01.0,1,2020-01-08,negative,negative,app slow to load and won’t save transactions. this is a new glitch since the update,experience,slow,"4,7"
62,5372457302,United Kingdom,20.01.0,1,2020-01-07,negative,negative,"terrible. i have had nothing but issues. last financial year it worked fine now it attached to my bank account it’s shocking. press accept for payments and expenses do the full month, i then go to profit and loss and shows no where near what i put in. 4 hours of my life i won’t get back i give up and cancelling my subs",quality,issues,"33,38"
63,5372914462,USA,20.01.0,1,2020-01-07,negative,negative,quickbooks lies again. this app does not track mileage as advertised,app,app,"28,30"
64,5372771889,USA,20.01.0,5,2020-01-07,positive,positive,does the job. great app for fast results,app,app,"20,22"
65,5373141129,Canada,20.01.0,1,2020-01-07,negative,negative,update breaks layout in iphone xr. latest update breaks the invoices page layout. long client names force the amount column into a single space column. now the amounts show like this. $1 2 3 4 instead if this $1234,invoicing,invoices,"60,67"
66,5368381617,USA,20.01.0,1,2020-01-06,negative,negative,terrible. terrible functionality. doesn’t process many transactions. don’t buy.,quality,doesn’t process many transactions.,"34,67"
67,5368257314,USA,20.01.0,1,2020-01-06,negative,negative,latest update is garbage. update: 1/6/20 still a garbage app even after multiple emails back and forth with quickbooks development team and now it’s been weeks since i heard from them the app still don’t work even after new updates app has been great up until 3 weeks ago now it no longer works! crashes every time i try to open the app.,quality,garbage,"17,23"
68,5368257314,USA,20.01.0,1,2020-01-06,negative,negative,latest update is garbage. update: 1/6/20 still a garbage app even after multiple emails back and forth with quickbooks development team and now it’s been weeks since i heard from them the app still don’t work even after new updates app has been great up until 3 weeks ago now it no longer works! crashes every time i try to open the app.,app,app,"57,59"
69,5369500111,USA,20.01.0,1,2020-01-06,negative,negative,garbage. quick books won’t upload garbage use and other accounting software.,quality,garbage,"0,6"
70,5369500111,USA,20.01.0,1,2020-01-06,negative,negative,garbage. quick books won’t upload garbage use and other accounting software.,app,software,"67,74"
71,5364212694,Canada,20.01.0,1,2020-01-05,negative,negative,"heating/cooling guy. trying to use the app. nothing is happening, app opens and it’s blank this morning. preformed an update too, still nothing. garbage app, sorry.",app,app,"39,41"
72,5362728938,Philippines,20.01.0,5,2020-01-05,positive,positive,superb accounting app. the only mobile app i recommend if you are into real estate. it makes my job as a small real estate owner easier and smarter. thanks quickbooks for this amazing app. great job on maintaining it. cheers! 👍🥂,app,app,"18,20"
73,5365402644,USA,20.01.0,1,2020-01-05,negative,negative,"overly complicated for sole prop. this app is useless for simple small business money in money out, it shouldn’t be this hard and definitely not worth the fight",app,app,"39,41"
74,5365402644,USA,20.01.0,1,2020-01-05,negative,negative,"overly complicated for sole prop. this app is useless for simple small business money in money out, it shouldn’t be this hard and definitely not worth the fight",experience,useless,"46,52"
75,5355303171,USA,20.01.0,1,2020-01-03,negative,negative,mileage is a joke. i upgraded to this account from the self employed version and the mileage is a joke. i thought the self employed was horrible. it completely missed a whole day of travel and cut’s off trips in the middle of traveling. or cuts the trips starting and ending if it even records the visit.,experience,mileage is,"0,9"
76,5350616871,Canada,19.12.2,1,2020-01-02,negative,negative,"disaster. was forced to use qb online due to always changing fees for desktop version. always crashes. hard to use. terrible. wish i could use another program. new version has new colours!! yay so practical!! doesn’t accommodate qc payroll deductions like cssnt but that’s ok, it’s colourful. intuit idiots.",quality,crashes,"94,100"
77,5344604568,USA,19.12.2,3,2020-01-01,negative,negative,"mileage tracking horrible. the mileage tracking is an absolute nightmare. stop trying to use my current locating and let me actual choose the locations i have saved. so, frustrating when your trying to bounce from job to job.",experience,mileage tracking,"0,15"
78,5344604568,USA,19.12.2,3,2020-01-01,negative,negative,"mileage tracking horrible. the mileage tracking is an absolute nightmare. stop trying to use my current locating and let me actual choose the locations i have saved. so, frustrating when your trying to bounce from job to job.",mileage tracking,mileage tracking is,"31,49"
79,5345763680,USA,19.12.2,1,2020-01-01,negative,negative,lame and useless. don’t waste your time punching in a bunch of data only to have limited access to reports and editing. total bs.,quality,reports,"99,105"
80,5339373260,USA,19.12.2,5,2019-12-30,positive,positive,love quickbooks. this is the best accounting software there is. quickbooks makes my life so much easier and running my business is so much smoother with the available accounting options!,app,software,"45,52"
81,5332464298,USA,19.12.2,1,2019-12-29,negative,negative,"stopped recognizing transactions. after the last update it stopped recognizing transactions. even after the manual editing, still does not add them to my income. the same with the desktop app. the only difference is that the manual editing works on desktop.",updates,update,"49,54"
82,5328574671,USA,19.12.2,1,2019-12-28,negative,negative,buggy. try to submit feedback and can’t within the app. they removed the quantity column from invoices and their support is dismissive. this is a big company who price gouges and doesn’t really care about it’s customers.,app,app,"51,53"
83,5328574671,USA,19.12.2,1,2019-12-28,negative,negative,buggy. try to submit feedback and can’t within the app. they removed the quantity column from invoices and their support is dismissive. this is a big company who price gouges and doesn’t really care about it’s customers.,invoicing,invoices,"94,101"
84,5324386153,Canada,19.12.2,4,2019-12-27,neutral,positive,user friendly but. this program is extremely user friendly and makes book keeping easy for small business owners but the cost of doing payroll for employees is extremely expensive. i have 5 employees and it costs way to much for me to use quickbooks 👎,experience,user friendly,"0,12"
85,5324386153,Canada,19.12.2,4,2019-12-27,neutral,negative,user friendly but. this program is extremely user friendly and makes book keeping easy for small business owners but the cost of doing payroll for employees is extremely expensive. i have 5 employees and it costs way to much for me to use quickbooks 👎,estimates,payroll,"135,141"
86,5323875714,Canada,19.12.2,4,2019-12-27,neutral,neutral,"very handy app. so far like this app. i need not go to my computer for bookkeeping or to see what’s going on with accounting. only i am not happy about general entries. earlier, i was able to open and see general entries. now app doesn’t open general entry. when i tried to open, it took me back to homescreen.",app,app,"11,13"
87,5320560047,USA,19.12.2,1,2019-12-26,negative,negative,"q books extremely disappointing. very poor, i’m trying to use it on ipad, very frustrated. would not recommend",experience,ipad,"68,71"
88,5321468719,Canada,19.12.2,1,2019-12-26,negative,negative,"disaster. was forced to use qb online due to always changing fees for desktop version. always crashes. hard to use. terrible. wish i could use another program. new version has new colours!! yay so practical!! doesn’t accommodate qc payroll deductions like cssnt but that’s ok, it’s colourful. intuit idiots.",quality,crashes,"94,100"
89,5318457529,USA,19.12.2,1,2019-12-25,negative,negative,updates that don’t install. and yet they won’t a install once again on ios you would think it people would get it,app,updates,"0,6"
90,5306588119,Canada,19.12.2,1,2019-12-23,negative,negative,"very slow. this app is very very slow.. 10 minutes to load , another 10 minutes to load customer screen, and 15 minutes to apply 1 payment",app,slow,"5,8"
91,5306588119,Canada,19.12.2,1,2019-12-23,negative,negative,"very slow. this app is very very slow.. 10 minutes to load , another 10 minutes to load customer screen, and 15 minutes to apply 1 payment",quality,slow,"5,8"
92,5306588119,Canada,19.12.2,1,2019-12-23,negative,negative,"very slow. this app is very very slow.. 10 minutes to load , another 10 minutes to load customer screen, and 15 minutes to apply 1 payment",customer service,customer screen,"88,102"
93,5304735932,USA,19.12.2,4,2019-12-22,neutral,neutral,search. the search feature needs improvement. can only search by customer info. can’t seem to search for an invoice by keywords that are in the invoice.,invoicing,invoice,"108,114"
94,5286328418,United Kingdom,19.12.1,5,2019-12-18,positive,positive,jamie clarkson. makes running my construction company easier than ever before. don’t know how we ever managed without it.,quality,clarkson,"6,13"
95,5288793656,USA,19.12.1,5,2019-12-18,neutral,positive,great customer support. when they updated the app they changed how bank deposits are recorded. it used to be from the home screen you could tap the plus sign and in addition to entering a debit you could add a deposit. they took that away and i was confused. but their customer support responded quickly to my review explaining that they had moved it to the top three bars. i’m solved! and i really appreciated them responding.,customer service,customer support,"6,21"
96,5288793656,USA,19.12.1,5,2019-12-18,neutral,negative,great customer support. when they updated the app they changed how bank deposits are recorded. it used to be from the home screen you could tap the plus sign and in addition to entering a debit you could add a deposit. they took that away and i was confused. but their customer support responded quickly to my review explaining that they had moved it to the top three bars. i’m solved! and i really appreciated them responding.,app,app,"46,48"
97,5283584160,USA,19.12.1,1,2019-12-17,negative,negative,not useful at all. this app was written by someone who does not understand quickbooks and its purpose. get back to basics please if this is to be used by us.,experience,useful,"4,9"
98,5283895310,USA,19.12.1,1,2019-12-17,negative,negative,"not accurate. even after the most recent update the app still dose not accurately reflect my qbo account. all information on vended and clients are not up to date. this had been an ongoing issue for more than a year now. i keep hoping with every update this will be correct, but nothing yet.",app,app,"52,54"
99,5283895310,USA,19.12.1,1,2019-12-17,negative,negative,"not accurate. even after the most recent update the app still dose not accurately reflect my qbo account. all information on vended and clients are not up to date. this had been an ongoing issue for more than a year now. i keep hoping with every update this will be correct, but nothing yet.",quality,accurately,"71,80"
100,5278522938,USA,19.12.1,1,2019-12-16,negative,negative,"no es gratis. al principio lo configuras todo pensando que la puedes usar gratis aunque luego hagas compras en la app, pero no es así. lo configuras todo con tus datos personales y cuando terminas te dicen que debes pagar. y a mi opinión no es barata.",updates,usar,"69,72"
101,5279684411,USA,19.12.1,1,2019-12-16,negative,negative,"not accurate. the data on the app does not match the data on my computer when logged into qbo. this gets worse with the more time that passes by. the only way to fix this, at least temporarily, is to uninstall the app from my phone and reinstall it again. that is a real pain! i will now delete the app all together!,",app,app,"30,32"
102,5279684411,USA,19.12.1,1,2019-12-16,negative,negative,"not accurate. the data on the app does not match the data on my computer when logged into qbo. this gets worse with the more time that passes by. the only way to fix this, at least temporarily, is to uninstall the app from my phone and reinstall it again. that is a real pain! i will now delete the app all together!,",quality,reinstall,"236,244"
103,5268225147,USA,19.12.1,1,2019-12-13,negative,negative,"qb app is useless. i’ve been quickbooks user for a long time and discovered this app gives a totally different set of numbers than quickbooks online does. expenses are different than real version so please beware, you can’t trust the numbers. contacted support to no avail. i guess they don’t read the other reviews either.",app,app,"3,5"
104,5268225147,USA,19.12.1,1,2019-12-13,negative,negative,"qb app is useless. i’ve been quickbooks user for a long time and discovered this app gives a totally different set of numbers than quickbooks online does. expenses are different than real version so please beware, you can’t trust the numbers. contacted support to no avail. i guess they don’t read the other reviews either.",experience,useless,"10,16"
105,5268225147,USA,19.12.1,1,2019-12-13,negative,negative,"qb app is useless. i’ve been quickbooks user for a long time and discovered this app gives a totally different set of numbers than quickbooks online does. expenses are different than real version so please beware, you can’t trust the numbers. contacted support to no avail. i guess they don’t read the other reviews either.",expenses,expenses,"155,162"
106,5268225147,USA,19.12.1,1,2019-12-13,negative,negative,"qb app is useless. i’ve been quickbooks user for a long time and discovered this app gives a totally different set of numbers than quickbooks online does. expenses are different than real version so please beware, you can’t trust the numbers. contacted support to no avail. i guess they don’t read the other reviews either.",customer service,support,"253,259"
107,5268411529,Canada,19.12.1,3,2019-12-13,negative,negative,would be better if i could manage payroll on the app. i would love to be able to do up my company’s payroll on the fly if i’m out on a job site or on a business trip. please fix this,app,app,"49,51"
108,5263850254,USA,19.12.1,5,2019-12-12,positive,positive,quickbooks online is great. i love being able to add expenses while on the road. i appreciate the snapshot of where my business is performing. it is great to have a record of what’s going on!,expenses,expenses,"53,60"
109,5264558676,USA,19.12.0,5,2019-12-12,positive,positive,great for mobile. i have enjoyed using the app. has what i need for most part.,app,app,"43,45"
110,5264179453,USA,19.12.1,1,2019-12-12,negative,negative,"too much and too little.. the various plans either offer too many bells and whistles or not enough basic functions for a small company. tons of redundant functions, and glitches are rampant. and quite frankly, except for the 1-2 year beginning subscriptions, the plan prices are overly expensive. cannot recommend this program/app at all.",quality,functions,"105,113"
111,5264179453,USA,19.12.1,1,2019-12-12,negative,negative,"too much and too little.. the various plans either offer too many bells and whistles or not enough basic functions for a small company. tons of redundant functions, and glitches are rampant. and quite frankly, except for the 1-2 year beginning subscriptions, the plan prices are overly expensive. cannot recommend this program/app at all.",performance,tons,"136,139"
112,5264923667,Canada,19.12.1,1,2019-12-12,negative,negative,"défectueux. tout allait bien jusqu’à ce que je doives renouveler mon abonnement. maintenant, je n’ai plus accès aux fonctions du logiciel quickbooks en ligne. quickbooks me dit de téléphoner apple store et apple store me dit de contacter quickbooks. bande d’incapables! incompétents! la facturation fonctionne bien avec apple; les paiements sont retirés. c’est quickbooks le problème! réveillez-vous!!!",quality,bien,"24,27"
113,5264405655,India,19.12.1,1,2019-12-12,negative,negative,"worst app update. after updating the recently, app is crashing. unable to login",app,app,"6,8"
114,5260934715,USA,19.12.1,3,2019-12-11,negative,negative,crashes when trying take credit cards. crashing on 2018 ipad pro. multiple times,quality,crashes,"0,6"
115,5250468299,Canada,19.12.1,3,2019-12-09,positive,positive,"expensive. great program, easy to use and has lots of feature. at $20 month is pretty expensive for small small businesses.",app,program,"17,23"
116,5250913947,USA,19.12.1,5,2019-12-09,positive,positive,"great service. i enjoy each platform they offer for me, computer and iphone. only issue is they hiked up the annual price without notice. still affordable but i was expecting the same price i originally paid.",quality,issue,"82,86"
117,5253484945,Canada,19.12.1,2,2019-12-09,neutral,negative,mileage tracking not working. the app works well except for mileage tracking,experience,mileage tracking,"0,15"
118,5253484945,Canada,19.12.1,2,2019-12-09,neutral,positive,mileage tracking not working. the app works well except for mileage tracking,app,app,"34,36"
119,5246823115,USA,19.12.1,2,2019-12-08,negative,negative,took out deposit option! why?. i can no longer record simple deposits from the mobile app. i’ve been using quickbooks online for over a year now and make use of that functionality weekly. why did they take it away? not every deposit is an invoice payment.,app,app,"86,88"
120,5238805145,USA,19.12.0,1,2019-12-06,negative,negative,not free. wish there was an app like this for free the soon i started free trial next step was if i wanted 3months and pay or have a small discount and still pay /:,app,app,"28,30"
121,5241721970,Brazil,19.12.1,1,2019-12-06,negative,negative,"suporte péssimo!!!. o suporte nunca resolve nada, fiz uma reclamação de bug sério a um ano e nunca foi resolvido, tentei contato essa semana pra ver se iriam tomar uma atitude mas a resposta é sempre a mesma “o time de desenvolvimento está trabalhando nisso, não temos acesso a eles e nem informações a respeito” então fica aí com o seus deuses do desenvolvimento que eu em 2020 eu parti conta azul!!!",quality,nada,"44,47"
122,5236209415,USA,19.12.0,2,2019-12-05,neutral,negative,track time. so far i’m pretty unhappy with this app because i thought that i could use it to track my time while i was with a client with a timer. i know that i read that somewhere when i was researching this app. that would have been a perfect feature. if this is something that i can actually do and someone can let me know how to do it i will change my rating to 4 or 5 stars.,quality,unhappy,"30,36"
123,5236154745,Australia,19.12.0,2,2019-12-05,neutral,negative,please prioritise. can you please forget about the fancy fonts and new colours!! first repair the many bugs and crucial features missing from this app so we can operate our business efficiently. once that’s done feel free to change as many fonts as you like.,quality,bugs,"103,106"
